#PATCH_CHECK: SepMBpoisson v1.08 split-operator path-control active
#discretizing the bath:
#     0 0.0000000000000000e+00 -6.3190000000000002e-01
#     1 2.0701966780270627e-04 -2.1498353472758169e-01
#     2 2.0701966780270627e-04 -1.9961210105196658e-01
#     3 2.0701966780270627e-04 -1.8375635428022583e-01
#     4 2.0701966780270627e-04 -1.6743065979567365e-01
#     5 2.0701966780270627e-04 -1.5064817548673590e-01
#     6 2.0701966780270627e-04 -1.3342101202639703e-01
#     7 2.0701966780270627e-04 -1.1576036485331320e-01
#sampling: physical_jump_rate=8.0178372573727326e-04 sampling_jump_rate=1.2026755886059099e-03 rate_scale=1.5000000000000000e+00 jump_strength=6.0133779430295497e-04 jump_probability=6.0097640447745828e-04 log_scale=6.0115706318153276e-04 back_replicas=16 stratify_forward=1 stratify_forward_steps=1 stratify_forward_orbitals=1 stratify_back_paths=1 exact_orbitals=0 stratify_single_jump_time=1 sample_back_orbitals=1 exact_back_jumps=0
#reference control: active=1 requested_distance=2 selected_distance=2 states=56 max_states=4096 fock_states=384 split_operator=1 grid_split=0 path_local_basis=1
#distributed reference: enabled=0 local_fock=384 compact_states=1
#backward DP: all_order=1 replicas_min=16 replicas_max=16 replica_power=2.00000000e+00 replicas_per_forward=96
#RQMC: replicates=4 shift_storage_bytes=1376
#adaptive measurement: gap=1.5855746771740759e-02 period_steps=793 nmeas=6 nwf=20 tmax=1.0000000000000000e+01 forced_stride=4
#recurrence measurement: enabled=1 vibrational_period=1.7097417488437418e+03 half_width=8.5487087442187089e+01 stride_steps=3
#conditional-count memory: mode=linear-parity-cache parity_table_bytes=1008 dense_back_table_bytes=0 legacy_dense_bytes=7392
#electronic-phase memory: mode=binary-power-table phase_table_bytes=5376 phase_bits=6 legacy_time_state_table_bytes=18816
  5.00000000 +3.0000000000000000e+00 +1.9999999998344877e+00 +1.8377623211627782e-03 +9.9999923222349740e-01 +9.9999999999949818e-01 +9.9999999999950706e-01 +1.8359326234628673e-07 +1.6824774060343402e-07 +1.5318880162379223e-07 +1.3849708605771348e-07 +1.2425060679443394e-07
  5.50000000 +3.0000000000000000e+00 +1.9999999997854749e+00 +1.8376685184860173e-03 +9.9999947080665119e-01 +9.9999999999941380e-01 +9.9999999999942646e-01 +1.3548700175864107e-07 +1.1996476204008386e-07 +1.0509413159972124e-07 +9.0969720709775007e-08 +7.7678892271409866e-08
  6.00000000 +3.0000000000000000e+00 +1.9999999997328790e+00 +1.8375797540233561e-03 +9.9999969868570460e-01 +9.9999999999935185e-01 +9.9999999999936795e-01 +8.5677594126745634e-08 +7.1859187354947408e-08 +5.9108396695205914e-08 +4.7515175506865255e-08 +3.7155221719122474e-08
  6.50000000 +3.0000000000000000e+00 +1.9999999996782101e+00 +1.8375127071224013e-03 +9.9999987336863672e-01 +9.9999999999931533e-01 +9.9999999999933453e-01 +4.2823578894887567e-08 +3.2600789025973886e-08 +2.3825969398331836e-08 +1.6556303319975375e-08 +1.0826072817292699e-08
  7.00000000 +3.0000000000000000e+00 +1.9999999996226121e+00 +1.8374797400808464e-03 +9.9999996287515780e-01 +9.9999999999930123e-01 +9.9999999999932243e-01 +1.4296814712496960e-08 +9.1837164526847283e-09 +5.7553866451109888e-09 +4.0031573144307209e-09 +3.8871435078553436e-09
  7.50000000 +3.0000000000000000e+00 +1.9999999995666762e+00 +1.8374865989515920e-03 +9.9999995164325350e-01 +9.9999999999930078e-01 +9.9999999999932154e-01 +4.9050772746320355e-09 +5.6718013825284150e-09 +8.1108910315246264e-09 +1.2117926905959895e-08 +1.7552427732486681e-08
  8.00000000 +3.0000000000000000e+00 +1.9999999995103361e+00 +1.8375314102656917e-03 +9.9999984324269475e-01 +9.9999999999929901e-01 +9.9999999999931732e-01 +1.6076732343296425e-08 +2.2489626820563010e-08 +3.0238711766622939e-08 +3.9107553231242279e-08 +4.8846064482632663e-08
  8.50000000 +3.0000000000000000e+00 +1.9999999994528765e+00 +1.8376051488636137e-03 +9.9999965942163505e-01 +9.9999999999927969e-01 +9.9999999999929301e-01 +4.5646590931182858e-08 +5.6383647610660059e-08 +6.7780795728987895e-08 +7.9517225101881565e-08 +9.1251532682702479e-08
  9.00000000 +3.0000000000000000e+00 +1.9999999993930819e+00 +1.8376934654230311e-03 +9.9999943572165495e-01 +9.9999999999922651e-01 +9.9999999999923239e-01 +8.8274328770132744e-08 +1.0105341531405824e-07 +1.1353714906656341e-07 +1.2533875832084809e-07 +1.3607623482565260e-07
  9.50000000 +3.0000000000000000e+00 +1.9999999993294848e+00 +1.8377795014804296e-03 +9.9999921455017515e-01 +9.9999999999912637e-01 +9.9999999999912381e-01 +1.3641469643863993e-07 +1.4833002835235872e-07 +1.5885532173384050e-07 +1.6760741641728337e-07 +1.7424411163950507e-07
 10.00000000 +3.0000000000000000e+00 +1.9999999992606206e+00 +1.8378471352180025e-03 +9.9999903707147086e-01 +9.9999999999897460e-01 +9.9999999999896338e-01 +1.8166218892513094e-07 +1.8968000846462313e-07 +1.9527720599773134e-07 +1.9816680338570104e-07 +1.9814438441433055e-07
