stage,case_id,window,wc_eV,eta,signal_rms,error_rms_vs_qm,repeat_noise_rms,Q_accuracy,Q_repeat,Q_conservative
coarse,c27_wc7_eta0p0003,20-30,7.0,0.0003,0.0001400210934040183,2.5180859822654695e-05,2.027682764143816e-05,5.56061605481971,6.905473374832471,5.56061605481971
coarse,c27_wc7_eta0p0003,30-40,7.0,0.0003,0.00014540698532835542,5.220517004024509e-05,5.049582853123977e-05,2.785298567484041,2.879584107396077,2.785298567484041
coarse,c27_wc7_eta0p0003,40-50,7.0,0.0003,0.00014477653235788293,6.764928701132152e-05,8.894527472446142e-05,2.14010433448698,1.627703470548357,1.627703470548357
coarse,c28_wc7_eta0p001,0-10,7.0,0.001,0.0005549617837554638,7.452350602397464e-06,1.1274100105902313e-05,74.46801866473237,49.22448608247903,49.22448608247903
coarse,c28_wc7_eta0p001,10-20,7.0,0.001,0.0005638436571010973,4.346497261180909e-05,4.007377647699171e-05,12.972368857490215,14.070140292987542,12.972368857490215
coarse,c28_wc7_eta0p001,20-30,7.0,0.001,0.00047122861133448214,0.00011807745186313156,9.343039157599074e-05,3.9908433312119795,5.043633055430499,3.9908433312119795
coarse,c28_wc7_eta0p001,30-40,7.0,0.001,0.0004898336028424929,0.00019460993789525448,0.0002877305210685751,2.517001999693035,1.7024040446711954,1.7024040446711954
coarse,c28_wc7_eta0p001,40-50,7.0,0.001,0.00048797701351004856,0.0005198435093753509,0.0005867617165630293,0.9386998292936398,0.8316442599022743,0.8316442599022743
coarse,c29_wc7_eta0p003,0-10,7.0,0.003,0.001661187895065471,2.0364985801490955e-05,2.0664712044570997e-05,81.57078582121342,80.38766238225399,80.38766238225399
coarse,c29_wc7_eta0p003,10-20,7.0,0.003,0.0017040676555361896,0.00012532782344338293,0.00014872599620030616,13.596882230273515,11.45776595263903,11.45776595263903
coarse,c29_wc7_eta0p003,20-30,7.0,0.003,0.0014574313917243202,0.0004334818015912953,0.00043200400135016737,3.3621512745728763,3.3736525290722414,3.3621512745728763
coarse,c29_wc7_eta0p003,30-40,7.0,0.003,0.0015212599570356552,0.0028804803691632004,0.002525093064836942,0.5281271739677198,0.602456985930493,0.5281271739677198
coarse,c29_wc7_eta0p003,40-50,7.0,0.003,0.0015204863713168934,0.013125080378999229,0.007628153735382288,0.11584587121841525,0.19932560670143515,0.11584587121841525
coarse,c30_wc7_eta0p01,0-10,7.0,0.01,0.0055034019093751895,7.676678687891656e-05,8.33771263957958e-05,71.68988221502154,66.00613558268053,66.00613558268053
coarse,c30_wc7_eta0p01,10-20,7.0,0.01,0.005865749498013447,0.0011532511169805744,0.0010843231325615274,5.086272548663182,5.4095954627073395,5.086272548663182
coarse,c30_wc7_eta0p01,20-30,7.0,0.01,0.005519227013615201,0.018496777505320677,0.012284715401462462,0.2983885713080331,0.4492759362547505,0.2983885713080331
coarse,c30_wc7_eta0p01,30-40,7.0,0.01,0.0058851140727118455,0.23381818789207265,0.2678239136384584,0.025169616297891828,0.02197381851665529,0.02197381851665529
coarse,c30_wc7_eta0p01,40-50,7.0,0.01,0.006024507063686888,2.516720664390005,2.491454858309304,0.0023937925050363466,0.0024180679186678526,0.0023937925050363466
coarse,c31_wc10_eta0p00003,0-10,10.0,3e-05,1.620551245741021e-05,3.8306735509887277e-07,5.3645843547824e-07,42.30460320281648,30.208328149343725,30.208328149343725
coarse,c31_wc10_eta0p00003,10-20,10.0,3e-05,1.582901125783894e-05,1.931165621421273e-06,2.088729367815406e-06,8.196609903499276,7.578296883140224,7.578296883140224
coarse,c31_wc10_eta0p00003,20-30,10.0,3e-05,1.3976173347482181e-05,3.1718421092425407e-06,3.7773365276608444e-06,4.406326943814928,3.700007464290473,3.700007464290473
coarse,c31_wc10_eta0p00003,30-40,10.0,3e-05,1.4002386963783752e-05,6.356080233401743e-06,5.502456166800009e-06,2.2029909078554444,2.5447521142048344,2.2029909078554444
coarse,c31_wc10_eta0p00003,40-50,10.0,3e-05,1.4136406877615123e-05,6.384238579491993e-06,4.4917838427706996e-06,2.21426669783697,3.1471698933970207,2.21426669783697
coarse,c32_wc10_eta0p0001,0-10,10.0,0.0001,5.4013528567462334e-05,1.3793093667998883e-06,1.385735648072189e-06,39.15983597847826,38.978234154981145,38.978234154981145
coarse,c32_wc10_eta0p0001,10-20,10.0,0.0001,5.277531106919286e-05,4.557963132593305e-06,5.696559395837824e-06,11.578705121988502,9.264418643252101,9.264418643252101
coarse,c32_wc10_eta0p0001,20-30,10.0,0.0001,4.660860082231533e-05,9.894535705421538e-06,9.884575165853874e-06,4.710539454294653,4.715286194931684,4.710539454294653
coarse,c32_wc10_eta0p0001,30-40,10.0,0.0001,4.670183470570156e-05,1.2758087655616749e-05,1.9077937797698794e-05,3.660567003953847,2.4479498361366288,2.4479498361366288
coarse,c32_wc10_eta0p0001,40-50,10.0,0.0001,4.714784749491053e-05,3.1636803009129995e-05,2.511529875401117e-05,1.4902848268614322,1.8772560882788836,1.4902848268614322
